sentiment,lat,lon
0.0,28.11334086,-82.02196917
0.0,-27.4147576,-65.5246393
4.0,55.8126298,-4.2200982
3.0,29.70380851,-95.30768765
-2.0,41.72416573,-71.38217868
0.0,-23.3720569,-52.0666392
0.0,49.09551159,6.12607873
-1.0,11.0711058,-63.932983
0.0,40.44336132,-79.94239821
0.0,-14.05735735,-52.14944417
0.0,10.5508831,-71.6193919
0.0,48.38670924,2.82038625
0.0,48.89399732,2.57263097
0.0,16.3087085,-61.425194
0.0,29.2947826,48.0216314
0.0,37.76656114,-84.31569854
0.0,40.386441,-3.7443559
0.0,29.31918826,48.08819057
0.0,7.9158922,-72.4978613
0.0,-23.55445718,-46.69607406
0.0,-10.9400741,-37.05344526
0.0,-19.9344252,-44.1647151
0.0,33.78584653,-84.4118832
0.0,30.22648412,-89.78205283
0.0,20.66351468,-101.3480183
1.0,37.3487796,-79.18069882
0.0,52.48572635,-0.10842608
0.0,28.09079767,-82.43024652
0.0,-30.0396157,-51.21471167
0.0,20.67899198,-101.34955741
0.0,42.60787995,-5.59129527
0.0,55.64035,12.0891635
0.0,56.7997,60.5592
3.0,29.58170299,-98.61227139
0.0,4.92276,-1.77303
0.0,44.5317863,-93.56216334
0.0,40.72923114,-73.59379916
-4.0,35.08428976,-111.65644375
0.0,43.2655824,-2.9173902
0.0,36.7514773,-3.5145621
0.0,28.3885318,-16.5530504
-1.0,38.11591786,-0.91037221
0.0,41.41153099,-82.07209805
0.0,53.4793385,-2.2312974
0.0,52.08737078,-1.93303325
0.0,49.17715678,-0.38230072
0.0,38.63065952,34.93709826
-5.0,40.01825261,-75.15610644
0.0,-6.14788,106.91777
-1.0,34.98478937,-80.53874725
0.0,52.57592,-1.82573
0.0,20.68931953,-103.37676032
0.0,57.62873271,-3.26507474
-1.0,42.77867585,-74.03963462
1.0,33.8846634,-118.32888622
0.0,-19.9204216,-44.04356753
0.0,52.0284757,5.6554624
0.0,37.3311409,-6.9284208
0.0,10.6084549,-66.8377576
0.0,41.88861319,-87.62421936
0.0,48.52123101,7.70152848
1.0,29.36154231,48.00596362
0.0,39.57577311,-0.3259845
0.0,53.19841,50.11099649
0.0,40.97829914,28.71691394
-3.0,30.7715543,-86.5625077
0.0,42.3440675,-3.662517
0.0,59.43040081,24.54117399
0.0,40.31880871,36.55303898
0.0,54.78295501,24.68132107
0.0,43.4827124,-8.22257689
-2.0,43.45486465,6.76465062
0.0,43.4316681,-8.24138757
0.0,50.01593735,36.33135762
0.0,31.14589394,-97.72280211
0.0,35.83981375,-78.64297386
0.0,45.61560418,8.35437021
0.0,33.19709327,-97.13877908
0.0,48.86844188,2.52872539
0.0,55.65739162,37.76262061
0.0,-32.14437,-61.9809
1.0,52.2027487,0.1511601
0.0,-12.9768645,-38.5015318
-1.0,42.48087527,-83.11945052
4.0,0.0,0.0
-1.0,51.5197377,0.0504174
0.0,-0.94408519,100.3839044
0.0,37.1192522,27.29204728
0.0,-22.90786179,-43.10118535
